number,label
9999999999,spam
9705221301,normal
8888888888,spam
6004763874,normal
6929718852,normal
8071593021,normal
9777788879,spam
8116524198,normal
6975360024,normal
9254408850,normal
8888888888,spam
9997998778,spam
6241100787,normal
7010775617,spam
6859983724,normal
9852450186,normal
9611552989,normal
8208478940,normal
8888888888,spam
9999999999,spam
7982504830,spam
7787788988,spam
9443435574,spam
9798989999,spam
9878789879,spam
8888888888,spam
1312683563,spam
8888888888,spam
9999999999,spam
6752251209,normal
9788877778,spam
9777988989,spam
9072887445,normal
9879997997,spam
8888888888,spam
9148898761,normal
9999999999,spam
9692735677,normal
7543721967,normal
9638439305,normal
8378332493,normal
9348782981,normal
9999999999,spam
7683608986,normal
9979877988,spam
7485486708,spam
7079786334,normal
8888888888,spam
9999999999,spam
9841234521,normal
8888888888,spam
6018787417,normal
7978898989,spam
6271618011,spam
9777877778,spam
6945147093,normal
9473995632,normal
6653173628,normal
6983273037,normal
9877779988,spam
7997997899,spam
6300558703,normal
8659007288,normal
6529374553,normal
6673759163,normal
7988978879,spam
9004251770,normal
7977798898,spam
9999999999,spam
9999999999,spam
9507791074,normal
9379225900,normal
9978787799,spam
8824149189,normal
9999999999,spam
9999999999,spam
8733237687,normal
8362983069,normal
6649363790,normal
8888888888,spam
9853422354,normal
7789979889,spam
9823380183,normal
9989998899,spam
7186636687,normal
6234543036,normal
8888888888,spam
9977778979,spam
8001760192,normal
6599161977,normal
7649231593,normal
7458086883,normal
8888888888,spam
9999999999,spam
4042748681,spam
9360325151,normal
9888955884,normal
9999999999,spam
9830373885,normal
9014695632,normal
9999999999,spam
7779988899,spam
8888888888,spam
7097404891,normal
8669511910,normal
6527997632,spam
8877988998,spam
8608137138,normal
8460631229,normal
8939958963,spam
9999999999,spam
9799977978,spam
8888888888,spam
6187600740,normal
7163760240,spam
7894927369,spam
9888789888,spam
9287171819,spam
7161851947,spam
9999999999,spam
8358821617,normal
8077025933,spam
8888888888,spam
9830657221,normal
9431682616,normal
8487711595,normal
7897577611,normal
8488577619,spam
8888888888,spam
9502487522,normal
9999999999,spam
7434800496,normal
9872667314,normal
6343603705,normal
9999999999,spam
8888888888,spam
6049475329,normal
9997888899,spam
9621427928,normal
9999999999,spam
7316818700,normal
9789877887,spam
9878777999,spam
9999999999,spam
6140523159,normal
9999999999,spam
9798797997,spam
9454736900,normal
9531228649,spam
9999999999,spam
9999999999,spam
8755481106,normal
9487720232,spam
8797798897,spam
9978797778,spam
8871453324,normal
9999999999,spam
9079827696,spam
8888888888,spam
9264427414,spam
9778897877,spam
7488819147,normal
9736868614,normal
9999999999,spam
7336367330,normal
7989989989,spam
7340826220,normal
6972038660,normal
9735268116,normal
7317509304,spam
9097854496,normal
9199093900,spam
6600000007,normal
9989979887,spam
7879888789,spam
7401439374,spam
7587618023,normal
9997850435,normal
9999897979,spam
9883717610,normal
5997332453,spam
9999999999,spam
8888888888,spam
8888888888,spam
9999999999,spam
9779788987,spam
6660906656,normal
7385139286,normal
7423223399,normal
9844250645,normal
6023472223,normal
9887878987,spam
9999999999,spam
8888888888,spam
8715988872,normal
6077014800,normal
9898998997,spam
7997897797,spam
7714262572,normal
9999999999,spam
9064989531,normal
8888888888,spam
9042727659,normal
9999999999,spam
8998789899,spam
8987979897,spam
7878788877,spam
9999999999,spam
7600293042,spam
8888888888,spam
9999999999,spam
7789778779,spam
8680242904,normal
9997897979,spam
9797978878,spam
6573862531,normal
7641040184,normal
9427996273,normal
8588098436,normal
9313080710,normal
6138812036,normal
7511348117,spam
8721182147,normal
8285139786,normal
8888888888,spam
9361466307,normal
8887778898,spam
3554113393,spam
8577259823,normal
9999999999,spam
8915551096,spam
9999999999,spam
7171373343,normal
6315255270,normal
8389547041,normal
9787979797,spam
9999999999,spam
8587557856,normal
6617733513,normal
9977989888,spam
6394609365,normal
8888888888,spam
7269083619,normal
6587147297,normal
7605047029,normal
6936621473,normal
9740794715,normal
6438203158,normal
8888888888,spam
9999999999,spam
9063195713,normal
9989987989,spam
6103245664,normal
6363743095,normal
9999999999,spam
9999999999,spam
7888987787,spam
9641786737,normal
9999999999,spam
9486272931,normal
9778788997,spam
8446842004,normal
9889788779,spam
9032534355,normal
8888888888,spam
6178221631,normal
7164594680,normal
9897877797,spam
9977998787,spam
9385087525,spam
1015867360,spam
9331068015,normal
6474138332,normal
8778998787,spam
6178507565,normal
9846235958,normal
9999999999,spam
9762708085,normal
8725722628,normal
9999999999,spam
8937367224,normal
6706160268,normal
9999999999,spam
7998076797,normal
9932880807,spam
7036056466,normal
7177650737,normal
7333055611,normal
2641165067,spam
9941624307,spam
9999999999,spam
9999999999,spam
9260856741,normal
9999999999,spam
6296896239,normal
3184840588,spam
8960642593,spam
9798777778,spam
9979889899,spam
6075584042,normal
6799392838,normal
7460947124,normal
6552241344,normal
6415436093,normal
9909166013,normal
9682815296,normal
6575288053,normal
9999999999,spam
8362210507,normal
7484608548,normal
7288250144,normal
7443108557,normal
9798989997,spam
8888888888,spam
7799987998,spam
6472384492,normal
6408855275,normal
9999999999,spam
9770754718,spam
9149741029,normal
8892360107,normal
9304637993,normal
7552728978,normal
9787979878,spam
9797779878,spam
9997997999,spam
9029092166,spam
7778898877,spam
9924064339,normal
8888888888,spam
9999999999,spam
9999999999,spam
8817165699,normal
6726095352,normal
7429590225,normal
8100717133,spam
6700095085,spam
9999999999,spam
7997787989,spam
9777797977,spam
9799788898,spam
9989989889,spam
7719401298,normal
7741944258,spam
6404779672,normal
6100802073,normal
7976877469,normal
9731386095,normal
7862263441,normal
9887898797,spam
9999999999,spam
6008732764,normal
9265711489,normal
8778989987,spam
7547643320,spam
9999999999,spam
6664414792,spam
6451944753,normal
7083565541,normal
9804755424,normal
6422473046,normal
8636082799,normal
9999999999,spam
9454886912,normal
8888888888,spam
8888888888,spam
0095331606,spam
8888888888,spam
6318254214,normal
6855301579,normal
7717297619,normal
9898977898,spam
2442396326,spam
9988887542,spam
9999999999,spam
9877877779,spam
9649776803,normal
7727683970,normal
9240570072,normal
8318750161,normal
9795365660,normal
9977111608,normal
9511001516,normal
8129917699,normal
6999659347,normal
6580783219,normal
6040181843,normal
9379291016,normal
9999999999,spam
9892079444,normal
7253542884,normal
6492733173,normal
8604743080,normal
8909954836,normal
9006664382,normal
9979899887,spam
7745304132,spam
9788899887,spam
8888888888,spam
8005395601,normal
7207762305,normal
9250108935,normal
8912774590,normal
8347287989,spam
9999999999,spam
9771851172,normal
7818759019,normal
8924320239,normal
9780594625,normal
8265315654,normal
8081704596,spam
9999999999,spam
7007631562,normal
6451391533,normal
7741099185,normal
6483475813,normal
8779799897,spam
7955873803,normal
9379890878,normal
7443202442,normal
9148257329,normal
8888888888,spam
8588524658,normal
8342224380,spam
6513943310,normal
7844669068,normal
7533294554,normal
8888888888,spam
9957827796,normal
6030865036,normal
9421956173,normal
8774057450,normal
6968150621,normal
8989999888,spam
6673170705,normal
8902707138,normal
9797977879,spam
9777640141,normal
8797887989,spam
8690283286,normal
8888888888,spam
7327985888,normal
7766069364,normal
7765289438,normal
6229627078,normal
9998977878,spam
7518569390,spam
8779789799,spam
7136220245,normal
9189552586,normal
7978797798,spam
7654647515,normal
8888888888,spam
8380668599,normal
9777898987,spam
8624629292,normal
8188710787,normal
8953500239,spam
8888888888,spam
9788897788,spam
9999797898,spam
9429730102,normal
7828700873,normal
6979779847,spam
6159819792,normal
6882641138,normal
9077250696,normal
7385602914,normal
8888888888,spam
8408815112,normal
9887979878,spam
9988888777,spam
6278137454,normal
9787988777,spam
8819550349,spam
7195944159,normal
6402794924,normal
6221977783,normal
9999999999,spam
6716763917,normal
9999999999,spam
8888888888,spam
7205004141,normal
8888888888,spam
7618889089,normal
7673533637,normal
7988788878,spam
9648665075,normal
9184123464,normal
9851710070,normal
8888888888,spam
9997897787,spam
8044207904,normal
9999999999,spam
8888888888,spam
8457233781,normal
6168948835,normal
8483673396,normal
9987977799,spam
6477976919,spam
8831268626,normal
9999999999,spam
9876250555,normal
8888888888,spam
9887999879,spam
8888888888,spam
9779889878,spam
6999816090,normal
9218669539,normal
9731655795,normal
7028585050,normal
9011586371,normal
8680665586,normal
8131703832,normal
8687492417,spam
6847232600,normal
6432806628,normal
7039211323,normal
9993028834,normal
8784479827,spam
7678581952,spam
8878255568,normal
8944264312,normal
7223762209,normal
9999999999,spam
7143834346,normal
8888888888,spam
7361420372,normal
9917200030,normal
6557322403,normal
9999999999,spam
7964606350,normal
8537304035,normal
9695049666,normal
9999999999,spam
9809448142,normal
6133061517,spam
9999999999,spam
7199315499,normal
7917757348,normal
9887799797,spam
7332635514,normal
9635924960,normal
8888888888,spam
8978979899,spam
9307422838,normal
9778999977,spam
8942599723,normal
9998879978,spam
7025445763,spam
9220651088,normal
8717465718,normal
6654976277,spam
9793836086,normal
8888888888,spam
8888888888,spam
7790539480,normal
9877889889,spam
9237028048,normal
9988789997,spam
9999999999,spam
7987979879,spam
7889887977,spam
7371222459,normal
9778989797,spam
8629203783,normal
8888888888,spam
9455736690,spam
9444266207,spam
8366810460,normal
8388084460,normal
0286492110,spam
7240514042,normal
9777878989,spam
8888888888,spam
6524009950,normal
9679190765,normal
6889960748,normal
8149684523,normal
9999999999,spam
8950767521,normal
7887989799,spam
9878979987,spam
9462268801,normal
9888788977,spam
9584906054,normal
9997888899,spam
9978877879,spam
8791690417,normal
7759593798,normal
8935691632,normal
7799997789,spam
9779797877,spam
7739895114,normal
8909699057,normal
6062281041,normal
9797789798,spam
9999999999,spam
6330120971,normal
6697072524,normal
8055053633,normal
8002323567,normal
8347138420,normal
6830975332,normal
9877977897,spam
8888888888,spam
7884999967,spam
7597589940,normal
8209083367,normal
8125151731,spam
8888888888,spam
7335793657,normal
8987479961,normal
8506890919,normal
9912370071,normal
8888888888,spam
9999999999,spam
9501487895,normal
8782104450,normal
9999999999,spam
9977888779,spam
9267918238,spam
9736606191,normal
7341049532,spam
8197280669,normal
9999999999,spam
8898787889,spam
9533664371,normal
8219472399,normal
7565855033,spam
6032652783,normal
7547089628,normal
8899708531,normal
8997977978,spam
9898888779,spam
8888888888,spam
9756189557,normal
8564297007,normal
9988789889,spam
8177880046,normal
7486443501,normal
9999999999,spam
6628104784,normal
8888888888,spam
8888888888,spam
6693564362,normal
9987799988,spam
6799411181,normal
8888888888,spam
9305130668,normal
1252502187,spam
8390065050,normal
8266261154,normal
6251142714,normal
8517625387,normal
9999999999,spam
6992743238,normal
6505660168,spam
7160395946,normal
8888888888,spam
7066305269,normal
8888888888,spam
9779977878,spam
9825160910,normal
6178496570,normal
7479427784,normal
6354690233,normal
9898778989,spam
9999999999,spam
8888888888,spam
9522204424,normal
9978789877,spam
7589369380,normal
9999999999,spam
7888879789,spam
8153717450,normal
8888888888,spam
9999798787,spam
6503559131,spam
9877978889,spam
9999999999,spam
9997889799,spam
8888888888,spam
9999999999,spam
9878898899,spam
9994044686,normal
7047241540,normal
8798979887,spam
6539719080,normal
8888888888,spam
6935834124,normal
6176325057,normal
8057745099,normal
6559815002,normal
6291854369,normal
8888888888,spam
6492652980,normal
8625316341,normal
9779799797,spam
8315305710,normal
9778787987,spam
9999999999,spam
9999999999,spam
7779977798,spam
8798898988,spam
8196427158,normal
8390924971,normal
8888888888,spam
9772834791,normal
8612544639,normal
6377333634,normal
7596184503,normal
7087066428,normal
9999999999,spam
9479739158,normal
9448113853,normal
7465255514,normal
8129640506,normal
6857374693,normal
9898999788,spam
7979787997,spam
7801364315,normal
8025238904,normal
8888888888,spam
7986579048,normal
7456151660,spam
6276976627,normal
9999999999,spam
9989987789,spam
7025582811,normal
9999999999,spam
7779888889,spam
9360737771,normal
9798799997,spam
6449943754,spam
8893929348,normal
8888888888,spam
7313002475,spam
7612437321,spam
7152426448,normal
6754952125,normal
7192895536,normal
9779799887,spam
9979878788,spam
7330609787,normal
9865341385,normal
9506198832,normal
6941925771,normal
8406670119,normal
8789897998,spam
7243475752,normal
8091380326,normal
7999789977,spam
6184543017,normal
9999999999,spam
7196559124,spam
8888888888,spam
7917572883,normal
9788997787,spam
7799898787,spam
7824844924,normal
9688996329,normal
9879878888,spam
6762889094,normal
9651973410,normal
9997979879,spam
9592918917,normal
9999999999,spam
7537035071,normal
8021928583,normal
9879778989,spam
6798388119,normal
7618276165,normal
9999999999,spam
9870265236,normal
8069145890,normal
6378841968,normal
7219334248,normal
8885564677,spam
9789989777,spam
9919952518,normal
9999999999,spam
7007142997,normal
7759133642,normal
7999979798,spam
8173549430,normal
9999999999,spam
8787595755,normal
7999330542,normal
8888888888,spam
8888888888,spam
6081633108,spam
9999999999,spam
9999999999,spam
6135822412,normal
7550025209,normal
9788798798,spam
8903671492,normal
6765937369,normal
8636303116,spam
9357265894,normal
6094974458,normal
9878978877,spam
8888888888,spam
8888888888,spam
8289449132,normal
7899899977,spam
8988877797,spam
9820910249,normal
9199965078,normal
8888888888,spam
9798989889,spam
9583308975,normal
6904220248,normal
9090828565,normal
8888888888,spam
9999999999,spam
8888888888,spam
6562421507,normal
9999999999,spam
9999999999,spam
9605958236,normal
6182430617,normal
7101620751,normal
9250116108,normal
8888888888,spam
7789898988,spam
6093799739,normal
8235801236,spam
9630914782,normal
9609694138,normal
9999999999,spam
9999999999,spam
6110903722,normal
7403932104,normal
7095648364,normal
8988887788,spam
9450075658,normal
6895644494,normal
7786783192,normal
6046004277,normal
8393490757,normal
7230323324,normal
8672990589,spam
7777988787,spam
7899385193,normal
8888888888,spam
8888888888,spam
9461595718,normal
8800415362,normal
6457379812,spam
7298869756,normal
7145834812,normal
7768270258,normal
6943751992,normal
6514174501,normal
6346308688,normal
7563744201,normal
7407781371,normal
8888888888,spam
9877789789,spam
9999999999,spam
6658855402,normal
7220670202,normal
7872939622,normal
8754782012,normal
6616037726,normal
8888888888,spam
8887889879,spam
8115561204,normal
7898789888,spam
8975913450,normal
8888888888,spam
7444296469,normal
9889997887,spam
6144957646,normal
9875033478,normal
7342897308,normal
7270555775,normal
8347317351,normal
8748041400,normal
8888888888,spam
9888799998,spam
7909788339,normal
7798331389,normal
7132556652,normal
9999999999,spam
8599426986,normal
9999999999,spam
9910630961,normal
9788898978,spam
8888888888,spam
9788798798,spam
9979978999,spam
7723342216,normal
7207512030,normal
8054377610,normal
9988779888,spam
9999999999,spam
6552128967,normal
9886744229,normal
7280672018,normal
9165148714,normal
9799979897,spam
7364476450,normal
8606940167,normal
7706988028,normal
8888888888,spam
6032835539,normal
7289826781,normal
9989999788,spam
9296216330,normal
9798789798,spam
6455488390,normal
7799878877,spam
7710245243,normal
9978987777,spam
8380313105,normal
9827668739,normal
8878998878,spam
7389543509,normal
8888888888,spam
6222087017,normal
7931141518,spam
8674441136,spam
8741567278,normal
8011469064,normal
9999999999,spam
9999999999,spam
9999999999,spam
9797889778,spam
9978997989,spam
6143170661,normal
8429455878,normal
9779999997,spam
8227770533,normal
9877988787,spam
8888888888,spam
8790923293,normal
7846233100,spam
9113584593,normal
8888888888,spam
7644934292,normal
8581981308,normal
7029735594,normal
8054319023,normal
7837228207,normal
7680210040,spam
8888888888,spam
9545299083,spam
7887778789,spam
8888888888,spam
9999999999,spam
9842966199,normal
9163345697,normal
8850745532,spam
8126285388,spam
7262607257,normal
9999999999,spam
7644844550,normal
8566187650,normal
7642352275,normal
7509013205,spam
6392692520,normal
8432567460,normal
7789888797,spam
6291247083,normal
9194852565,normal
6657344217,normal
8261577481,normal
9887778988,spam
5260253730,spam
9562241973,normal
8888888888,spam
9998877878,spam
6352895266,normal
9899799997,spam
8888888888,spam
8976576187,normal
9999999999,spam
8888888888,spam
9999999999,spam
7527771703,normal
9869633657,spam
8787899777,spam
7678656820,normal
7888797798,spam
9462443064,normal
9606235597,normal
6085744994,normal
9189201609,normal
9999999999,spam
6187719705,normal
8801055552,normal
9999999999,spam
7264233742,spam
9898777789,spam
9778889779,spam
8188653616,normal
6087792647,normal
7960309876,spam
9960982459,spam
9778798988,spam
7877789779,spam
9910487670,spam
9897987787,spam
9999999999,spam
7710931548,normal
8724992019,normal
9899798887,spam
7269308600,normal
8888888888,spam
9799897979,spam
7834830552,spam
9999999999,spam
9939520894,spam
8888888888,spam
9799979797,spam
8019223858,normal
8888888888,spam
7003866988,normal
9988998887,spam
9650221097,normal
8888888888,spam
9998997998,spam
9986860369,normal
9730829157,normal
9996757862,normal
9787897889,spam
6053589395,normal
7730251305,normal
9789878878,spam
6431932382,normal
8888888888,spam
9724888058,spam
9148542713,normal
7230418781,normal
9899897877,spam
9787632928,normal
9878897898,spam
9658404398,normal
6675531437,normal
7997898999,spam
8030624541,normal
9988779789,spam
9887978977,spam
1937892770,spam
9217791676,normal
8811099464,normal
9878789879,spam
9028724873,normal
7998988797,spam
8888888888,spam
9318207680,normal
6370317718,normal
9787999978,spam
9999999999,spam
9999999999,spam
9488962460,normal
9777899977,spam
7757656934,normal
7799988898,spam
7551490653,normal
6074443290,normal
8550399208,normal
9989879998,spam
9914989414,normal
9889899987,spam
9006720767,normal
4134309626,spam
9756775520,normal
2593499522,spam
6482774585,normal
6814089190,normal
7808066090,normal
8212945167,normal
9268298903,normal
9979878889,spam
7281524535,normal
7178426492,normal
7574411059,normal
8678837832,normal
7987999998,spam
9190926043,normal
9999999999,spam
7684182802,spam
8640756559,normal
8888888888,spam
8888888888,spam
6516809665,normal
9888897777,spam
8888888888,spam
9979162777,spam
7369013671,normal
6997916921,normal
7685730183,normal
9999999999,spam
9532943479,normal
7799805665,normal
9999999999,spam
9022228478,normal
8888888888,spam
6977772301,normal
7064678243,spam
6842991560,normal
7395937627,normal
8888888888,spam
9496433797,normal
9999999999,spam
9999999999,spam
8271821825,normal
9778889797,spam
8888888888,spam
7064162944,normal
7004369788,spam
6167243482,spam
7999899877,spam
8976105896,spam
9999999999,spam
7751185877,normal
9999999999,spam
8888888888,spam
7678316721,normal
6029914780,normal
6408855456,spam
6547862110,normal
9188555843,spam
6006097917,normal
7939202218,normal
6981735456,normal
6336044305,normal
7051414776,normal
9744175290,spam
8734698499,normal
9781563641,normal
8888888888,spam
8650951609,normal
8176398592,normal
8809738345,normal
7593302649,normal
6440207456,normal
7533438179,normal
7879998788,spam
7625024707,normal
9999999999,spam
6562385935,normal
9999999999,spam
6168127925,normal
9999999999,spam
8794534275,spam
6554123223,normal
9989779889,spam
8777888979,spam
9999999999,spam
7043312765,spam
6970645967,normal
9897788799,spam
8888888888,spam
6342053373,spam
9999999999,spam
9676050876,spam
9903840204,normal
6260617586,normal
9999999999,spam
6798693990,normal
8347603572,normal
9999999999,spam
9999999999,spam
8490613238,normal
6775090352,normal
9999999999,spam
7978999988,spam
7899778887,spam
6845474041,normal
8888888888,spam
8524274033,normal
6271551099,normal
8888888888,spam
6081952948,normal
8475444171,spam
9977979989,spam
9889789789,spam
9799879777,spam
9892302288,normal
7989999789,spam
9271705036,normal
8538685655,normal
7899889997,spam
7978648728,normal
6880779490,normal
8997899879,spam
7787897978,spam
9887877778,spam
9536346241,normal
9999999999,spam
9787999997,spam
7305110386,spam
7998887998,spam
9998999989,spam
9778887788,spam
9999999999,spam
7298509353,normal
8888888888,spam
8888888888,spam
9999999999,spam
6486427934,normal
9999999999,spam
8372689452,normal
6599239613,normal
8414113576,normal
7262871058,normal
9948519116,normal
9860755733,normal
8469504057,normal
7888897778,spam
6464245451,normal
9999999999,spam
8914184840,normal
7762172424,normal
6922500939,normal
9865228940,normal
7388662711,normal
8888888888,spam
7140008996,normal
9641564255,normal
9999999999,spam
8425530445,normal
9554538596,normal
8700648630,normal
8888888888,spam
8888888888,spam
9977888979,spam
8888888888,spam
9979899877,spam
6310783527,normal
6954231826,normal
8888888888,spam
9999999999,spam
9918905964,normal
6499418532,normal
8824675174,spam
9146795770,normal
7103372208,normal
8977888797,spam
0427881221,spam
9359545083,normal
7096006234,normal
6965948510,normal
6483206121,normal
9898798787,spam
8777979888,spam
7569870497,spam
9168004964,normal
7989887878,spam
6238391393,normal
8680852541,normal
8496552510,normal
6347867374,normal
9044582681,normal
9915046134,normal
9764874258,normal
6288093662,normal
7961230108,normal
7474716588,normal
9789897899,spam
9782361413,normal
9988887999,spam
9999989788,spam
9987789787,spam
9801989109,normal
9899988887,spam
8737833261,spam
8888888888,spam
9797998778,spam
9986116059,normal
7099938446,normal
8023870598,normal
9915314524,normal
9359946718,normal
7655548594,spam
8445604787,normal
7777988888,spam
8611903273,normal
8888888888,spam
9987987777,spam
8104660038,normal
7787789788,spam
9897998888,spam
9999999999,spam
9120770369,normal
9577086939,normal
6572987445,normal
8691393700,normal
9999999999,spam
7090508704,spam
9999999999,spam
8266764993,normal
9989899879,spam
9978888979,spam
7631488932,normal
8888888888,spam
9075464970,normal
6073936046,normal
6696821097,normal
9999999999,spam
9217047705,normal
9877787989,spam
8888888888,spam
7891297558,normal
9784035966,normal
9999999999,spam
9296009633,normal
9779065464,normal
9887997878,spam
9649412378,normal
8998879898,spam
8898788998,spam
9997779897,spam
9999999999,spam
9046085184,normal
7500381477,normal
8644326986,normal
8888888888,spam
6368514013,normal
8888888888,spam
6076415647,normal
9999999999,spam
6481418484,normal
9999999999,spam
8331932121,normal
9978887987,spam
9134737036,normal
7789731811,normal
7883492043,normal
8713244576,normal
8810053478,normal
6026443802,normal
9778889799,spam
9279445731,normal
6170312156,normal
6412269865,normal
8888888888,spam
6868143307,normal
8082173544,normal
9555267545,normal
7406747548,normal
9988887999,spam
8888888888,spam
8888888888,spam
9998997788,spam
8363473478,normal
9371304701,normal
7997322564,normal
7638120865,normal
6092909327,normal
7126559493,normal
6187175456,normal
7344756206,normal
8978779999,spam
9194424405,normal
8015620456,normal
8888888888,spam
9999999999,spam
8888888888,spam
7802833617,normal
6626072479,normal
8888888888,spam
8888888888,spam
8888888888,spam
8888888888,spam
7671213439,normal
9999999999,spam
9999999999,spam
7163954345,normal
8888888888,spam
9955937685,normal
9999999999,spam
9616031822,normal
7115522410,normal
9527326486,normal
6487365180,normal
9852137692,normal
8894457158,normal
8897899878,spam
9890034435,spam
8254299405,normal
9501612246,normal
6012478946,normal
8888888888,spam
6518888025,normal
7528021476,spam
9949998077,normal
8692360568,normal
8888888888,spam
8888888888,spam
7207508252,normal
9999999999,spam
8360588724,normal
9499760245,normal
9999999999,spam
9999999999,spam
9750605214,normal
7566121504,normal
8092997654,normal
8888888888,spam
8797888989,spam
8888888888,spam
6240413205,normal
9793692088,spam
7568213685,normal
7556652727,normal
7323029792,normal
8888888888,spam
8268077919,normal
8123523699,normal
8680336305,spam
7369230157,normal
9387480250,normal
9294532151,normal
8752434747,normal
9999999999,spam
8888888888,spam
8888888888,spam
6171143277,normal
9999999999,spam
7499733780,normal
8897888897,spam
9789999778,spam
9896023546,spam
2604358226,spam
9999999879,spam
7184320793,normal
8898879898,spam
8436717438,normal
7463249342,normal
9878777877,spam
8577469770,normal
9463556851,normal
7286115817,normal
8888888888,spam
6275470238,spam
9999999999,spam
9877989978,spam
8888888888,spam
7789362310,normal
9262249168,normal
9808541221,normal
8787887799,spam
6370295548,normal
9358103809,spam
6979697093,normal
7101872783,normal
9496972219,spam
6463423959,normal
9999999999,spam
9889998779,spam
9999999999,spam
8854774048,spam
9999999999,spam
7731993581,normal
8449498523,normal
8898957784,normal
9989788797,spam
9421675658,spam
8897118299,normal
7131459326,normal
8888888888,spam
9716082669,normal
7016096777,normal
6806471073,normal
6943470175,normal
9887898878,spam
9999999999,spam
6728699129,normal
9999999999,spam
8888888888,spam
8888888888,spam
9989887897,spam
6682649631,normal
7983512914,spam
7337125685,normal
7525721505,normal
8888888888,spam
9850474189,normal
9982104270,spam
9999999999,spam
6946280913,normal
7226216498,normal
9889778798,spam
7459254889,normal
9998897988,spam
7668902616,normal
8708153602,normal
9915812004,normal
8352075505,normal
9878979999,spam
8888888888,spam
8929414436,normal
8989987799,spam
9779798877,spam
7393076745,normal
6434114604,normal
7547460927,spam
8749859251,normal
8062174452,normal
9999999999,spam
9999999999,spam
9638233691,normal
9978988777,spam
9798988877,spam
9999999999,spam
8998898778,spam
9845540870,normal
8886179865,normal
1443756695,spam
8888888888,spam
9999999999,spam
9999999999,spam
6642600091,normal
7673261795,normal
9998999887,spam
8888888888,spam
7305796989,spam
9476256044,normal
6166975219,normal
6762279161,normal
7512993375,normal
9453070287,normal
8888888888,spam
8200300368,normal
6794716017,normal
6483120886,spam
8888888888,spam
8888888888,spam
9999999999,spam
8467676895,normal
6792487270,normal
7977879787,spam
6091327137,normal
8888888888,spam
7734863706,normal
6785625577,normal
9799977999,spam
8422128255,normal
6921851209,normal
8778787798,spam
8787878777,spam
8888888888,spam
6524795997,normal
7045821697,normal
9779978789,spam
9797778997,spam
9356890418,spam
9977879979,spam
7984672022,normal
8888888888,spam
9913504473,normal
9878777889,spam
8102122689,spam
9997799877,spam
6565849715,normal
9988977798,spam
6186327657,normal
9899779788,spam
9999999999,spam
7021937810,normal
9999999999,spam
9854394313,normal
9999999999,spam
8451652759,normal
6666681707,normal
9999999999,spam
8626806143,normal
6208975869,normal
7396974721,normal
7989888887,spam
6619277655,normal
8240047649,normal
8888888888,spam
8888888888,spam
6221062663,normal
9887788897,spam
7947901608,spam
7596033855,spam
7460461403,normal
8768444601,normal
8888888888,spam
7779977998,spam
6475638370,normal
9987879878,spam
7387601318,normal
9998798779,spam
6961603434,normal
9994900191,spam
9999999999,spam
8889899988,spam
7949816822,spam
9799789979,spam
7580715242,normal
9889798798,spam
8888978989,spam
9999999999,spam
8624584766,normal
6353778888,normal
7020285910,normal
8888888888,spam
9725637593,normal
9928958466,normal
8524840659,normal
9777787888,spam
7687839292,normal
8999899997,spam
9789877889,spam
8613780919,normal
7889797979,spam
6633796828,normal
7139363549,normal
8877779898,spam
6725286005,normal
9879779989,spam
7398361505,normal
8705748935,normal
6943615069,normal
9006486832,normal
8696203589,normal
8888888888,spam
9999999999,spam
7798887788,spam
8888888888,spam
6910874240,normal
8193293388,normal
9999999999,spam
6800630227,normal
8914633637,normal
8012081001,normal
8840880462,normal
8033849184,normal
6994449917,normal
7413635655,normal
7090398063,normal
8888888888,spam
9472255637,normal
9999999999,spam
7319061926,normal
8592272567,normal
6620918172,normal
8797897779,spam
9999999999,spam
9768165526,normal
7196840740,normal
9789987887,spam
8010080271,normal
8888888888,spam
8888888888,spam
9528398502,normal
9999999999,spam
8888888888,spam
8888888888,spam
7897977898,spam
9022680201,normal
9787899798,spam
9999999999,spam
9787888979,spam
9095897639,normal
0805422496,spam
9583512913,normal
9064389572,normal
6194105548,normal
9499533026,spam
9792553902,normal
9888978787,spam
8888787778,spam
6507196288,normal
9307189282,normal
8676469662,normal
9999999999,spam
9798787988,spam
6195423817,normal
7037069132,normal
7656671910,normal
9037653652,normal
8546739297,normal
9999989888,spam
9888888987,spam
6511506488,normal
6490914220,normal
9753108533,spam
8878778797,spam
7625792522,normal
8775397854,spam
9252364406,normal
9999999999,spam
6281516933,normal
9999999999,spam
8888888888,spam
9507569016,normal
9999999999,spam
8999798978,spam
6061558667,normal
8285049306,normal
8819416075,normal
8228897053,normal
8888888888,spam
8615377924,normal
7999889897,spam
7146337649,normal
7358913227,normal
9393543869,normal
9600028953,normal
7740493098,normal
8879778797,spam
9845291384,normal
8961784309,normal
8115744609,normal
6034450200,normal
8217830796,normal
8888888888,spam
9999999999,spam
6004324647,normal
6704119416,spam
6118501616,normal
7937655489,normal
9714730126,normal
9999999999,spam
7987904073,normal
9878898997,spam
9414896507,normal
8914171339,normal
7877777787,spam
6957265847,normal
9978979787,spam
7020790313,normal
9835708931,spam
9283033985,normal
8060232031,normal
9315739681,normal
6688804231,normal
7723344987,normal
7303386341,normal
6438511993,normal
6380705367,normal
9999999999,spam
9267314694,normal
9887987898,spam
9999999999,spam
9208812000,normal
7997465673,normal
9999999999,spam
9898887789,spam
